"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_900087465.1","GCF_900087475.1","GCF_900087485.1","GCF_900087495.1","GCF_900087505.1","GCF_900087515.1","GCF_900087535.1","GCF_900087545.1","GCF_900087575.1","GCF_900087585.1","GCF_900087595.1","GCF_900087665.1","GCF_900087695.1","GCF_900087755.1","GCF_900087765.1","GCF_900087825.1","GCF_900087835.1","GCF_900087845.1","GCF_900087885.1","GCF_900087925.1"
"group_471","","hypothetical protein","20","20","1","2","108","","","","506","539","507","BJDFHBJJ_00614","FHFNEIGL_00705","NPNHHEFA_00599","EKGGEFJM_00790","IPCEDBCE_00968","BPLIIOBE_00940","LAKMDKJD_01025","HCNCMENI_00892","ABPCLIDI_01387","DPDPODFO_01407","GEBNMNOD_00758","FPOKCNBF_00364","JPMNGIHJ_00737","IENJPBOG_00562","EKEBIHOE_01282","KADELANJ_01243","NDKHHKNJ_01031","PDJHNNAA_00373","PHDCEHKO_00566","OOEMJHNJ_01243"
"group_472","","hypothetical protein","20","20","1","2","119","","","","1208","1349","1341","BJDFHBJJ_00625","FHFNEIGL_00716","NPNHHEFA_00610","EKGGEFJM_00800","IPCEDBCE_00978","BPLIIOBE_00930","LAKMDKJD_01014","HCNCMENI_00903","ABPCLIDI_01377","DPDPODFO_01417","GEBNMNOD_00768","FPOKCNBF_00354","JPMNGIHJ_00747","IENJPBOG_00552","EKEBIHOE_01272","KADELANJ_01233","NDKHHKNJ_01041","PDJHNNAA_00383","PHDCEHKO_00576","OOEMJHNJ_01233"
"group_473","","hypothetical protein","20","20","1","2","121","","","","956","1823","1779","BJDFHBJJ_00627","FHFNEIGL_00718","NPNHHEFA_00612","EKGGEFJM_00802","IPCEDBCE_00980","BPLIIOBE_00928","LAKMDKJD_01012","HCNCMENI_00905","ABPCLIDI_01375","DPDPODFO_01419","GEBNMNOD_00770","FPOKCNBF_00352","JPMNGIHJ_00749","IENJPBOG_00550","EKEBIHOE_01270","KADELANJ_01231","NDKHHKNJ_01043","PDJHNNAA_00385","PHDCEHKO_00578","OOEMJHNJ_01231"
"rnc","","Ribonuclease 3","20","20","1","2","127","","","","719","722","721","BJDFHBJJ_00633","FHFNEIGL_00724","NPNHHEFA_00618","EKGGEFJM_00808","IPCEDBCE_00986","BPLIIOBE_00922","LAKMDKJD_01521","HCNCMENI_00911","ABPCLIDI_01369","DPDPODFO_01425","GEBNMNOD_00776","FPOKCNBF_00346","JPMNGIHJ_00755","IENJPBOG_00544","EKEBIHOE_01264","KADELANJ_01225","NDKHHKNJ_01049","PDJHNNAA_00391","PHDCEHKO_00584","OOEMJHNJ_01225"
"rnhA","","Ribonuclease HI","20","20","1","2","128","","","","431","431","431","BJDFHBJJ_00634","FHFNEIGL_00725","NPNHHEFA_00619","EKGGEFJM_00809","IPCEDBCE_00987","BPLIIOBE_00921","LAKMDKJD_01522","HCNCMENI_00912","ABPCLIDI_01368","DPDPODFO_01426","GEBNMNOD_00777","FPOKCNBF_00345","JPMNGIHJ_00756","IENJPBOG_00543","EKEBIHOE_01263","KADELANJ_01224","NDKHHKNJ_01050","PDJHNNAA_00392","PHDCEHKO_00585","OOEMJHNJ_01224"
"gatB","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","20","20","1","2","131","","","","1424","1424","1424","BJDFHBJJ_00637","FHFNEIGL_00728","NPNHHEFA_00622","EKGGEFJM_00812","IPCEDBCE_00990","BPLIIOBE_00918","LAKMDKJD_01525","HCNCMENI_00915","ABPCLIDI_01365","DPDPODFO_01429","GEBNMNOD_00780","FPOKCNBF_00342","JPMNGIHJ_00759","IENJPBOG_00540","EKEBIHOE_01260","KADELANJ_01221","NDKHHKNJ_01053","PDJHNNAA_00395","PHDCEHKO_00588","OOEMJHNJ_01221"
"SERB","","Phosphoserine phosphatase","20","20","1","2","137","","","","623","623","623","BJDFHBJJ_00643","FHFNEIGL_00734","NPNHHEFA_00628","EKGGEFJM_00818","IPCEDBCE_00996","BPLIIOBE_00912","LAKMDKJD_01531","HCNCMENI_00921","ABPCLIDI_01359","DPDPODFO_01435","GEBNMNOD_00786","FPOKCNBF_00336","JPMNGIHJ_00765","IENJPBOG_00534","EKEBIHOE_01254","KADELANJ_01215","NDKHHKNJ_01059","PDJHNNAA_00401","PHDCEHKO_00594","OOEMJHNJ_01215"
"group_478","","hypothetical protein","20","20","1","1","604","","","","410","533","483","BJDFHBJJ_00644","FHFNEIGL_00735","NPNHHEFA_01207","EKGGEFJM_01563","IPCEDBCE_01543","BPLIIOBE_01539","LAKMDKJD_00761","HCNCMENI_01553","ABPCLIDI_01561","DPDPODFO_00645","GEBNMNOD_01543","FPOKCNBF_01561","JPMNGIHJ_00163","IENJPBOG_01559","EKEBIHOE_01542","KADELANJ_01522","NDKHHKNJ_01421","PDJHNNAA_01560","PHDCEHKO_01485","OOEMJHNJ_01515"
"group_479","","hypothetical protein","20","20","1","1","601","","","","692","1112","1091","BJDFHBJJ_00648","FHFNEIGL_00739","NPNHHEFA_01203","EKGGEFJM_01553","IPCEDBCE_01547","BPLIIOBE_01535","LAKMDKJD_00757","HCNCMENI_01557","ABPCLIDI_01557","DPDPODFO_00641","GEBNMNOD_01547","FPOKCNBF_01557","JPMNGIHJ_00159","IENJPBOG_01563","EKEBIHOE_01538","KADELANJ_01518","NDKHHKNJ_01425","PDJHNNAA_01556","PHDCEHKO_01481","OOEMJHNJ_01511"
"prfB","","Peptide chain release factor RF2","20","20","1","1","332","","","","1091","1091","1091","BJDFHBJJ_00661","FHFNEIGL_00752","NPNHHEFA_01190","EKGGEFJM_00442","IPCEDBCE_00520","BPLIIOBE_00517","LAKMDKJD_00744","HCNCMENI_00713","ABPCLIDI_01147","DPDPODFO_00214","GEBNMNOD_01467","FPOKCNBF_00946","JPMNGIHJ_00599","IENJPBOG_00486","EKEBIHOE_00592","KADELANJ_00057","NDKHHKNJ_01115","PDJHNNAA_01087","PHDCEHKO_01009","OOEMJHNJ_00591"
"group_481","","hypothetical protein","20","20","1","1","328","","","","728","728","728","BJDFHBJJ_00664","FHFNEIGL_00755","NPNHHEFA_01187","EKGGEFJM_00445","IPCEDBCE_00517","BPLIIOBE_00514","LAKMDKJD_00740","HCNCMENI_00716","ABPCLIDI_01150","DPDPODFO_00217","GEBNMNOD_01464","FPOKCNBF_00949","JPMNGIHJ_00596","IENJPBOG_00483","EKEBIHOE_00595","KADELANJ_00054","NDKHHKNJ_01112","PDJHNNAA_01084","PHDCEHKO_01012","OOEMJHNJ_00588"
"group_482","","Putative peptidyl-prolyl cis-trans isomerase","20","20","1","1","327","","","","899","899","899","BJDFHBJJ_00665","FHFNEIGL_00756","NPNHHEFA_01186","EKGGEFJM_00446","IPCEDBCE_00516","BPLIIOBE_00513","LAKMDKJD_00739","HCNCMENI_00717","ABPCLIDI_01151","DPDPODFO_00218","GEBNMNOD_01463","FPOKCNBF_00950","JPMNGIHJ_00595","IENJPBOG_00482","EKEBIHOE_00596","KADELANJ_00053","NDKHHKNJ_01111","PDJHNNAA_01083","PHDCEHKO_01013","OOEMJHNJ_00587"
"pseI","","Pseudaminic acid synthase","20","20","1","1","324","","","","1022","1022","1022","BJDFHBJJ_00668","FHFNEIGL_00759","NPNHHEFA_01183","EKGGEFJM_00449","IPCEDBCE_00513","BPLIIOBE_00510","LAKMDKJD_00736","HCNCMENI_00720","ABPCLIDI_01154","DPDPODFO_00221","GEBNMNOD_01460","FPOKCNBF_00953","JPMNGIHJ_00592","IENJPBOG_00479","EKEBIHOE_00599","KADELANJ_00050","NDKHHKNJ_01108","PDJHNNAA_01080","PHDCEHKO_01016","OOEMJHNJ_00584"
"lolD","","Lipoprotein-releasing system ATP-binding protein LolD","20","20","1","1","323","","","","641","641","641","BJDFHBJJ_00669","FHFNEIGL_00760","NPNHHEFA_01182","EKGGEFJM_00450","IPCEDBCE_00512","BPLIIOBE_00509","LAKMDKJD_00735","HCNCMENI_00721","ABPCLIDI_01155","DPDPODFO_00222","GEBNMNOD_01459","FPOKCNBF_00954","JPMNGIHJ_00591","IENJPBOG_00478","EKEBIHOE_00600","KADELANJ_00049","NDKHHKNJ_01107","PDJHNNAA_01079","PHDCEHKO_01017","OOEMJHNJ_00583"
"clsC","","Cardiolipin synthase C","20","20","1","1","309","","","","1385","1508","1483","BJDFHBJJ_00680","FHFNEIGL_00772","NPNHHEFA_01171","EKGGEFJM_00461","IPCEDBCE_00501","BPLIIOBE_00498","LAKMDKJD_00723","HCNCMENI_00732","ABPCLIDI_01166","DPDPODFO_00233","GEBNMNOD_01448","FPOKCNBF_00965","JPMNGIHJ_00580","IENJPBOG_00467","EKEBIHOE_00611","KADELANJ_00038","NDKHHKNJ_01097","PDJHNNAA_01068","PHDCEHKO_01028","OOEMJHNJ_00572"
"tpiA","","Triosephosphate isomerase","20","20","1","1","305","","","","704","704","704","BJDFHBJJ_00684","FHFNEIGL_00776","NPNHHEFA_01167","EKGGEFJM_00465","IPCEDBCE_00497","BPLIIOBE_00494","LAKMDKJD_00719","HCNCMENI_00736","ABPCLIDI_01170","DPDPODFO_00237","GEBNMNOD_01444","FPOKCNBF_00969","JPMNGIHJ_00576","IENJPBOG_00463","EKEBIHOE_00615","KADELANJ_00034","NDKHHKNJ_01093","PDJHNNAA_01064","PHDCEHKO_01032","OOEMJHNJ_00568"
"metK","","S-adenosylmethionine synthase","20","20","1","1","302","","","","1157","1157","1157","BJDFHBJJ_00688","FHFNEIGL_00780","NPNHHEFA_01164","EKGGEFJM_00468","IPCEDBCE_00494","BPLIIOBE_00491","LAKMDKJD_00716","HCNCMENI_00739","ABPCLIDI_01173","DPDPODFO_00240","GEBNMNOD_01441","FPOKCNBF_00972","JPMNGIHJ_00573","IENJPBOG_00460","EKEBIHOE_00618","KADELANJ_00031","NDKHHKNJ_01090","PDJHNNAA_01061","PHDCEHKO_01035","OOEMJHNJ_00565"
"ndk","","Nucleoside diphosphate kinase","20","20","1","1","301","","","","413","413","413","BJDFHBJJ_00689","FHFNEIGL_00781","NPNHHEFA_01163","EKGGEFJM_00469","IPCEDBCE_00493","BPLIIOBE_00490","LAKMDKJD_00715","HCNCMENI_00740","ABPCLIDI_01174","DPDPODFO_00241","GEBNMNOD_01440","FPOKCNBF_00973","JPMNGIHJ_00572","IENJPBOG_00459","EKEBIHOE_00619","KADELANJ_00030","NDKHHKNJ_01089","PDJHNNAA_01060","PHDCEHKO_01036","OOEMJHNJ_00564"
"group_489","","hypothetical protein","20","20","1","1","300","","","","356","356","356","BJDFHBJJ_00690","FHFNEIGL_00782","NPNHHEFA_01162","EKGGEFJM_00470","IPCEDBCE_00492","BPLIIOBE_00489","LAKMDKJD_00714","HCNCMENI_00741","ABPCLIDI_01175","DPDPODFO_00242","GEBNMNOD_01439","FPOKCNBF_00974","JPMNGIHJ_00571","IENJPBOG_00458","EKEBIHOE_00620","KADELANJ_00029","NDKHHKNJ_01088","PDJHNNAA_01059","PHDCEHKO_01037","OOEMJHNJ_00563"
"rpmF","","50S ribosomal protein L32","20","20","1","1","299","","","","146","146","146","BJDFHBJJ_00691","FHFNEIGL_00783","NPNHHEFA_01161","EKGGEFJM_00471","IPCEDBCE_00491","BPLIIOBE_00488","LAKMDKJD_00713","HCNCMENI_00742","ABPCLIDI_01176","DPDPODFO_00243","GEBNMNOD_01438","FPOKCNBF_00975","JPMNGIHJ_00570","IENJPBOG_00457","EKEBIHOE_00621","KADELANJ_00028","NDKHHKNJ_01087","PDJHNNAA_01058","PHDCEHKO_01038","OOEMJHNJ_00562"
"plsX","","Phosphate acyltransferase","20","20","1","1","298","","","","1013","1019","1013","BJDFHBJJ_00692","FHFNEIGL_00784","NPNHHEFA_01160","EKGGEFJM_00472","IPCEDBCE_00490","BPLIIOBE_00487","LAKMDKJD_00712","HCNCMENI_00743","ABPCLIDI_01177","DPDPODFO_00244","GEBNMNOD_01437","FPOKCNBF_00976","JPMNGIHJ_00569","IENJPBOG_00456","EKEBIHOE_00622","KADELANJ_00027","NDKHHKNJ_01086","PDJHNNAA_01057","PHDCEHKO_01039","OOEMJHNJ_00561"
"group_492","","hypothetical protein","20","20","1","1","296","","","","302","302","302","BJDFHBJJ_00694","FHFNEIGL_00786","NPNHHEFA_01158","EKGGEFJM_00474","IPCEDBCE_00488","BPLIIOBE_00485","LAKMDKJD_00710","HCNCMENI_00745","ABPCLIDI_01179","DPDPODFO_00246","GEBNMNOD_01435","FPOKCNBF_00978","JPMNGIHJ_00567","IENJPBOG_00454","EKEBIHOE_00624","KADELANJ_00025","NDKHHKNJ_01084","PDJHNNAA_01055","PHDCEHKO_01041","OOEMJHNJ_00559"
"apbC","","Iron-sulfur cluster carrier protein","20","20","1","1","292","","","","1106","1106","1106","BJDFHBJJ_00699","FHFNEIGL_00791","NPNHHEFA_01567","EKGGEFJM_00479","IPCEDBCE_00483","BPLIIOBE_00480","LAKMDKJD_00704","HCNCMENI_00750","ABPCLIDI_01184","DPDPODFO_00251","GEBNMNOD_01430","FPOKCNBF_00983","JPMNGIHJ_00562","IENJPBOG_00449","EKEBIHOE_00629","KADELANJ_00020","NDKHHKNJ_01079","PDJHNNAA_01050","PHDCEHKO_01046","OOEMJHNJ_00554"
"mnmG","","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","20","20","1","1","285","","","","1865","1865","1865","BJDFHBJJ_00707","FHFNEIGL_00798","NPNHHEFA_01436","EKGGEFJM_00486","IPCEDBCE_00476","BPLIIOBE_00473","LAKMDKJD_00697","HCNCMENI_01475","ABPCLIDI_01191","DPDPODFO_00258","GEBNMNOD_01423","FPOKCNBF_00990","JPMNGIHJ_00555","IENJPBOG_00442","EKEBIHOE_00636","KADELANJ_00013","NDKHHKNJ_01072","PDJHNNAA_01043","PHDCEHKO_01053","OOEMJHNJ_00547"
"cdsA","","Phosphatidate cytidylyltransferase","20","20","1","1","283","","","","800","800","800","BJDFHBJJ_00709","FHFNEIGL_00800","NPNHHEFA_01438","EKGGEFJM_00488","IPCEDBCE_00474","BPLIIOBE_00471","LAKMDKJD_00695","HCNCMENI_01477","ABPCLIDI_01193","DPDPODFO_00260","GEBNMNOD_01421","FPOKCNBF_00992","JPMNGIHJ_00553","IENJPBOG_00440","EKEBIHOE_00638","KADELANJ_00011","NDKHHKNJ_01070","PDJHNNAA_01041","PHDCEHKO_01055","OOEMJHNJ_00545"
"dxr","","1-deoxy-D-xylulose 5-phosphate reductoisomerase","20","20","1","1","282","","","","1106","1106","1106","BJDFHBJJ_00710","FHFNEIGL_00801","NPNHHEFA_01439","EKGGEFJM_00489","IPCEDBCE_00473","BPLIIOBE_00470","LAKMDKJD_00694","HCNCMENI_01478","ABPCLIDI_01194","DPDPODFO_00261","GEBNMNOD_01420","FPOKCNBF_00993","JPMNGIHJ_00552","IENJPBOG_00439","EKEBIHOE_00639","KADELANJ_00010","NDKHHKNJ_01069","PDJHNNAA_01040","PHDCEHKO_01056","OOEMJHNJ_00544"
"group_498","","hypothetical protein","20","20","1","1","279","","","","506","551","548","BJDFHBJJ_00712","FHFNEIGL_00803","NPNHHEFA_01442","EKGGEFJM_00491","IPCEDBCE_00471","BPLIIOBE_00468","LAKMDKJD_00691","HCNCMENI_01481","ABPCLIDI_01197","DPDPODFO_00263","GEBNMNOD_01417","FPOKCNBF_00995","JPMNGIHJ_00550","IENJPBOG_00437","EKEBIHOE_00641","KADELANJ_00008","NDKHHKNJ_01067","PDJHNNAA_01037","PHDCEHKO_01058","OOEMJHNJ_00541"
"group_499","","hypothetical protein","20","20","1","1","271","","","","833","833","833","BJDFHBJJ_00719","FHFNEIGL_00810","NPNHHEFA_01449","EKGGEFJM_00498","IPCEDBCE_00464","BPLIIOBE_00461","LAKMDKJD_00684","HCNCMENI_01488","ABPCLIDI_01204","DPDPODFO_00270","GEBNMNOD_01410","FPOKCNBF_01002","JPMNGIHJ_00543","IENJPBOG_00430","EKEBIHOE_00648","KADELANJ_00001","NDKHHKNJ_01060","PDJHNNAA_01030","PHDCEHKO_01065","OOEMJHNJ_00534"
"mnmA_2","","tRNA-specific 2-thiouridylase MnmA","20","20","1","1","262","","","","1082","1082","1082","BJDFHBJJ_00727","FHFNEIGL_01507","NPNHHEFA_00469","EKGGEFJM_00746","IPCEDBCE_00924","BPLIIOBE_00820","LAKMDKJD_00596","HCNCMENI_00758","ABPCLIDI_01477","DPDPODFO_01082","GEBNMNOD_00812","FPOKCNBF_01211","JPMNGIHJ_00063","IENJPBOG_00607","EKEBIHOE_00444","KADELANJ_01041","NDKHHKNJ_01498","PDJHNNAA_01022","PHDCEHKO_00861","OOEMJHNJ_00795"
"ygaZ","","Inner membrane protein YgaZ","20","20","1","1","258","","","","341","686","668","BJDFHBJJ_00731","FHFNEIGL_01597","NPNHHEFA_00473","EKGGEFJM_00742","IPCEDBCE_00920","BPLIIOBE_00824","LAKMDKJD_00600","HCNCMENI_00762","ABPCLIDI_01481","DPDPODFO_01086","GEBNMNOD_00816","FPOKCNBF_01215","JPMNGIHJ_00067","IENJPBOG_00611","EKEBIHOE_00440","KADELANJ_01045","NDKHHKNJ_01502","PDJHNNAA_01018","PHDCEHKO_00857","OOEMJHNJ_00791"
"group_503","","hypothetical protein","20","20","1","1","254","","","","1238","1238","1238","BJDFHBJJ_00735","FHFNEIGL_01550","NPNHHEFA_00477","EKGGEFJM_00738","IPCEDBCE_00916","BPLIIOBE_00828","LAKMDKJD_00604","HCNCMENI_00766","ABPCLIDI_01485","DPDPODFO_01090","GEBNMNOD_00820","FPOKCNBF_01219","JPMNGIHJ_00071","IENJPBOG_00615","EKEBIHOE_00436","KADELANJ_01049","NDKHHKNJ_01506","PDJHNNAA_01014","PHDCEHKO_00853","OOEMJHNJ_00787"
"rplC","","50S ribosomal protein L3","20","20","1","1","246","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","137","575","553","BJDFHBJJ_00743","FHFNEIGL_01588","NPNHHEFA_00485","EKGGEFJM_00730","IPCEDBCE_00908","BPLIIOBE_00836","LAKMDKJD_00612","HCNCMENI_00774","ABPCLIDI_00076","DPDPODFO_01098","GEBNMNOD_00828","FPOKCNBF_01227","JPMNGIHJ_00079","IENJPBOG_00623","EKEBIHOE_00428","KADELANJ_01057","NDKHHKNJ_00991","PDJHNNAA_00800","PHDCEHKO_01126","OOEMJHNJ_00779"
"rplD","","50S ribosomal protein L4","20","20","1","1","245","","","","647","647","647","BJDFHBJJ_00744","FHFNEIGL_01587","NPNHHEFA_00486","EKGGEFJM_00729","IPCEDBCE_00907","BPLIIOBE_00837","LAKMDKJD_00613","HCNCMENI_00775","ABPCLIDI_00075","DPDPODFO_01099","GEBNMNOD_00829","FPOKCNBF_01228","JPMNGIHJ_00080","IENJPBOG_00624","EKEBIHOE_00427","KADELANJ_01058","NDKHHKNJ_00990","PDJHNNAA_00799","PHDCEHKO_01127","OOEMJHNJ_00778"
"rpoA","","DNA-directed RNA polymerase subunit alpha","20","20","1","1","222","","","","896","1034","1027","BJDFHBJJ_00768","FHFNEIGL_01173","NPNHHEFA_00510","EKGGEFJM_00705","IPCEDBCE_00883","BPLIIOBE_00861","LAKMDKJD_00637","HCNCMENI_00799","ABPCLIDI_00051","DPDPODFO_01123","GEBNMNOD_00853","FPOKCNBF_01252","JPMNGIHJ_00104","IENJPBOG_00648","EKEBIHOE_01522","KADELANJ_01082","NDKHHKNJ_00966","PDJHNNAA_00775","PHDCEHKO_01151","OOEMJHNJ_00754"
"group_515","","hypothetical protein","20","20","1","1","218","","","","485","485","485","BJDFHBJJ_00772","FHFNEIGL_01169","NPNHHEFA_00514","EKGGEFJM_00701","IPCEDBCE_00879","BPLIIOBE_00865","LAKMDKJD_00641","HCNCMENI_00803","ABPCLIDI_00047","DPDPODFO_01127","GEBNMNOD_00857","FPOKCNBF_01256","JPMNGIHJ_00108","IENJPBOG_00652","EKEBIHOE_00951","KADELANJ_01086","NDKHHKNJ_00962","PDJHNNAA_00771","PHDCEHKO_01155","OOEMJHNJ_00750"
"group_516","","hypothetical protein","20","20","1","1","213","","","","1040","1040","1040","BJDFHBJJ_00777","FHFNEIGL_01164","NPNHHEFA_00519","EKGGEFJM_00696","IPCEDBCE_00874","BPLIIOBE_00870","LAKMDKJD_00646","HCNCMENI_00808","ABPCLIDI_00042","DPDPODFO_01132","GEBNMNOD_00862","FPOKCNBF_01261","JPMNGIHJ_00113","IENJPBOG_00657","EKEBIHOE_00956","KADELANJ_01091","NDKHHKNJ_00957","PDJHNNAA_00766","PHDCEHKO_01160","OOEMJHNJ_00745"
"group_517","","NADH-quinone oxidoreductase subunit 11","20","20","1","1","197","","","","302","302","302","BJDFHBJJ_00791","FHFNEIGL_01150","NPNHHEFA_00533","EKGGEFJM_00682","IPCEDBCE_00860","BPLIIOBE_00884","LAKMDKJD_00661","HCNCMENI_00823","ABPCLIDI_00028","DPDPODFO_01146","GEBNMNOD_00876","FPOKCNBF_01275","JPMNGIHJ_00127","IENJPBOG_00671","EKEBIHOE_00970","KADELANJ_01105","NDKHHKNJ_00943","PDJHNNAA_00752","PHDCEHKO_01174","OOEMJHNJ_00731"
"nuoI","","NADH-quinone oxidoreductase subunit I","20","20","1","1","195","","","","662","662","662","BJDFHBJJ_00793","FHFNEIGL_01148","NPNHHEFA_00535","EKGGEFJM_00680","IPCEDBCE_00858","BPLIIOBE_00886","LAKMDKJD_00663","HCNCMENI_00825","ABPCLIDI_00026","DPDPODFO_01148","GEBNMNOD_00878","FPOKCNBF_01277","JPMNGIHJ_00129","IENJPBOG_00673","EKEBIHOE_00972","KADELANJ_01107","NDKHHKNJ_00941","PDJHNNAA_00750","PHDCEHKO_01176","OOEMJHNJ_00729"
"group_519","","hypothetical protein","20","20","1","1","192","","","","992","992","992","BJDFHBJJ_00796","FHFNEIGL_01145","NPNHHEFA_00538","EKGGEFJM_00677","IPCEDBCE_00855","BPLIIOBE_00889","LAKMDKJD_00666","HCNCMENI_00828","ABPCLIDI_00023","DPDPODFO_01151","GEBNMNOD_00881","FPOKCNBF_01280","JPMNGIHJ_00132","IENJPBOG_00676","EKEBIHOE_00975","KADELANJ_01110","NDKHHKNJ_00938","PDJHNNAA_00747","PHDCEHKO_01179","OOEMJHNJ_00726"
"group_520","","hypothetical protein","20","20","1","1","185","","","","347","464","428","BJDFHBJJ_00804","FHFNEIGL_01137","NPNHHEFA_00546","EKGGEFJM_00669","IPCEDBCE_00847","BPLIIOBE_00897","LAKMDKJD_00674","HCNCMENI_00836","ABPCLIDI_00015","DPDPODFO_01159","GEBNMNOD_00889","FPOKCNBF_01288","JPMNGIHJ_00140","IENJPBOG_00684","EKEBIHOE_00983","KADELANJ_01118","NDKHHKNJ_00930","PDJHNNAA_00739","PHDCEHKO_01187","OOEMJHNJ_00718"
"secG","","putative protein-export membrane protein SecG","20","20","1","1","182","","","","596","599","598","BJDFHBJJ_00807","FHFNEIGL_01134","NPNHHEFA_00550","EKGGEFJM_00666","IPCEDBCE_00844","BPLIIOBE_00900","LAKMDKJD_00677","HCNCMENI_00839","ABPCLIDI_00012","DPDPODFO_01162","GEBNMNOD_00892","FPOKCNBF_01291","JPMNGIHJ_00143","IENJPBOG_00687","EKEBIHOE_00986","KADELANJ_01121","NDKHHKNJ_00927","PDJHNNAA_00736","PHDCEHKO_01190","OOEMJHNJ_00715"
"group_522","","hypothetical protein","20","20","1","1","269","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","386","2075","1990","BJDFHBJJ_00809","FHFNEIGL_01571","NPNHHEFA_01575","EKGGEFJM_01564","IPCEDBCE_01563","BPLIIOBE_01559","LAKMDKJD_01590","HCNCMENI_01580","ABPCLIDI_01562","DPDPODFO_01563","GEBNMNOD_01258","FPOKCNBF_01015","JPMNGIHJ_00647","IENJPBOG_00600","EKEBIHOE_00649","KADELANJ_01400","NDKHHKNJ_01560","PDJHNNAA_01029","PHDCEHKO_00868","OOEMJHNJ_01520"
"ung","","Uracil-DNA glycosylase","20","20","1","1","161","","","","701","701","701","BJDFHBJJ_00814","FHFNEIGL_00871","NPNHHEFA_00633","EKGGEFJM_00877","IPCEDBCE_01001","BPLIIOBE_01036","LAKMDKJD_00766","HCNCMENI_00926","ABPCLIDI_01021","DPDPODFO_00330","GEBNMNOD_01197","FPOKCNBF_01020","JPMNGIHJ_00652","IENJPBOG_00883","EKEBIHOE_01495","KADELANJ_00224","NDKHHKNJ_00604","PDJHNNAA_01540","PHDCEHKO_00873","OOEMJHNJ_01296"
"group_526","","hypothetical protein","20","20","1","1","157","","","","317","872","844","BJDFHBJJ_00818","FHFNEIGL_00867","NPNHHEFA_00637","EKGGEFJM_00873","IPCEDBCE_01005","BPLIIOBE_01032","LAKMDKJD_00770","HCNCMENI_00930","ABPCLIDI_01025","DPDPODFO_00326","GEBNMNOD_01201","FPOKCNBF_01024","JPMNGIHJ_00656","IENJPBOG_00879","EKEBIHOE_01561","KADELANJ_00220","NDKHHKNJ_00608","PDJHNNAA_01546","PHDCEHKO_00877","OOEMJHNJ_01300"
"nadA","","Quinolinate synthase A","20","20","1","1","151","","","","1010","1010","1010","BJDFHBJJ_00823","FHFNEIGL_00862","NPNHHEFA_00641","EKGGEFJM_00869","IPCEDBCE_01009","BPLIIOBE_01028","LAKMDKJD_00774","HCNCMENI_00934","ABPCLIDI_01030","DPDPODFO_00321","GEBNMNOD_01206","FPOKCNBF_01029","JPMNGIHJ_00235","IENJPBOG_00874","EKEBIHOE_01462","KADELANJ_00215","NDKHHKNJ_00613","PDJHNNAA_00093","PHDCEHKO_00882","OOEMJHNJ_01305"
"psd","","Phosphatidylserine decarboxylase proenzyme","20","20","1","1","150","","","","803","803","803","BJDFHBJJ_00824","FHFNEIGL_00861","NPNHHEFA_00642","EKGGEFJM_00868","IPCEDBCE_01010","BPLIIOBE_01027","LAKMDKJD_00775","HCNCMENI_00935","ABPCLIDI_01031","DPDPODFO_00320","GEBNMNOD_01207","FPOKCNBF_01030","JPMNGIHJ_00236","IENJPBOG_00873","EKEBIHOE_01461","KADELANJ_00214","NDKHHKNJ_00614","PDJHNNAA_00094","PHDCEHKO_00883","OOEMJHNJ_01306"
"group_529","","hypothetical protein","20","20","1","1","146","","","","1313","1313","1313","BJDFHBJJ_00828","FHFNEIGL_00857","NPNHHEFA_00646","EKGGEFJM_00864","IPCEDBCE_01014","BPLIIOBE_01023","LAKMDKJD_00779","HCNCMENI_00939","ABPCLIDI_01035","DPDPODFO_00316","GEBNMNOD_01211","FPOKCNBF_01034","JPMNGIHJ_00240","IENJPBOG_00869","EKEBIHOE_01457","KADELANJ_00210","NDKHHKNJ_00618","PDJHNNAA_00098","PHDCEHKO_00887","OOEMJHNJ_01310"
"smc_2","","hypothetical protein","20","20","1","5","142","","","","506","1199","773","BJDFHBJJ_00359","FHFNEIGL_00343","NPNHHEFA_00939","EKGGEFJM_00943","IPCEDBCE_00061","BPLIIOBE_00112","LAKMDKJD_00360","HCNCMENI_00355","ABPCLIDI_00164","DPDPODFO_00731","GEBNMNOD_01352","FPOKCNBF_01352","JPMNGIHJ_01081","IENJPBOG_00208","EKEBIHOE_00508","KADELANJ_01386","NDKHHKNJ_01396","PDJHNNAA_01272","PHDCEHKO_00518","OOEMJHNJ_00309"
